板块,"目的
,,,,"单量≥45
（6月34，+32.35%）","预计7/1前 K0100781-D1完成优化上架
1. 用户需求打造：核心用户人群：25–40岁有经验、有要求、有消费能力的男性，追求“更真实、更强、更省力”的体验；解决飞机杯刺激不可控、舒适性不足、耐用性不强，以及整体体验缺乏层次与沉浸感。
类目
2. 曝光页面：飞机杯核心专题页ID157&类目页面前10",EU,刘玉辉,K0100781-D1目标45，实际完成20，超前8单，超前进度18.64%,超前,无,增加曝光,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"单量≥25
（6月13单，+92.3%）",预计7/1前前K0100781-D1用户需求打造：核心用户人群：25–40岁有经验、有要求、有消费能力的男性，追求“更真实、更强、更省力”的体验；解决飞机杯刺激不可控、舒适性不足、耐用性不强，以及整体体验缺乏层次与沉浸感。,BV-UK,刘玉辉,K0100781-D1目标45，实际完成7，超前1单，超前进度2.19%,超前,"7/7优化动作：
1. 标题增加精选推荐
2. 优化卖点图片排序，核心卖点首图前置测试（分段式吮吸按摩首图展示-强调刺激强度）
3. 增加评论说服力+5条（结合用户需求）
-----------优化后已沟通渠道7/7晚上测试
7/8看转化率提升到3.7%，提升曝光调整",持续跟踪（3-5天为频率），落后及时调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,单量≥20,预计7/10前改图上架上架头部新品K0101110-B1,BV-UK,刘玉辉,K0101110-B1目标20，实际完成0，落后进度25.81%,滞后,无,"1. 替换动图坑位测试-7/10
2. 换图-7/14
3. 降价-7/17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,单量≥25,预计7/10前改图上架上架头部新品K0101110-B1,EU,刘玉辉,K0101110-B1目标20，实际完成6，落后进度-1.81%,正常,无,放置飞机杯ID157专题，扩大流量曝光,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"单量≥30
（6月19单，+57.89%）",预计7/1前前K0100781-D1用户需求打造：核心用户人群：25–40岁有经验、有要求、有消费能力的男性，追求“更真实、更强、更省力”的体验；解决飞机杯刺激不可控、舒适性不足、耐用性不强，以及整体体验缺乏层次与沉浸感。,BV-US,刘玉辉,K0100781-D1目标45，实际完成20，超前8单，超前进度18.64%,,"7/7优化动作：
1. 标题增加精选推荐
2. 优化卖点图片排序，核心卖点首图前置测试（分段式吮吸按摩首图展示-强调刺激强度）
3. 增加评论说服力+5条（结合用户需求）",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"K0100781-D1
单量≥45
（6月7单，+542.86%）","预计7/1前前K0100781-D1用户需求打造：核心用户人群：25–40岁有经验、有要求、有消费能力的男性，追求“更真实、更强、更省力”的体验；解决飞机杯刺激不可控、舒适性不足、耐用性不强，以及整体体验缺乏层次与沉浸感。
*渠道预估投放周期3-5天",AC-US,刘玉辉,K0100781-D1目标45，实际完成20，超前8单，超前进度18.64%,,"7.1-7.5EXO渠道投放UV 6,431，成交22，转化率0.34%, 加购率：1.08%, 跳出率：85.61%, 平均停留：41秒
7/7优化动作：
1. 标题增加精选推荐
2. 优化卖点图片排序，核心卖点首图前置测试（分段式吮吸按摩首图展示-强调刺激强度）
3. 增加评论说服力+5条（结合用户需求）
-----------优化后已沟通渠道7/7晚上测试",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,单量≥10,"K1101248-D3：预计7月3日上线，目标单量≥10(上月：0）。
优化方向：历史爆款图+用户需求导入图结合。主打扭动+多频震动双重动态刺激",BV-US,刘锦霞,截止7月8日，单量目标10单，实际完成7单，完成率70.00%，单量超前进度4单，进度偏差44.19%。,超前,"运营动作：
7/1 已上架
7/7 连续2天未出单，标题文案优化为高意图词——stamina training、endurance builder
加购率远低正常水平，仅0.81%，停留时间过短——页面详情页文案优化——痛点前置+解决方案

分析：上架后日均1单，7号优化文案后加购率有所提升（0.81-2.6）。出本判断换图有效。",7/13 跟进加购率提升效果，若持续提升则维持；不然则继续优化页面-评论/详情页文案。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,单量≥10,"K1101248-D3：预计7月3日上线，目标单量≥10(上月：0）。
优化方向：历史爆款图+用户需求导入图结合。主打扭动+多频震动双重动态刺激",BV-UK,刘锦霞,截止7月8日，单量目标10单，实际完成3单，完成率30.00%，单量超前进度0单，进度偏差4.19%。,正常,"运营动作：
7/1 新品上架
7/2:  K1101248-D3：31.78（利润率38%）——35.78（利润率40%），信息流渠道提价测试
7/6 提价后，周末未出单，后续看渠道是否恢复原价再进行投放测试
7/7 开始出单1单，再观察一天

分析：上架后过程数据如图，加购率远低于类目平均水平，页面具有优化空间。",7/10 页面详情页文案优化——痛点前置+解决方案,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,单量≥10,"K1101248-D3：预计7月3日上线，目标单量≥10(上月：0）。
优化方向：历史爆款图+用户需求导入图结合。主打扭动+多频震动双重动态刺激",EU,刘锦霞,截止7月8日，单量目标10单，实际完成6单，完成率60.00%，单量超前进度3单，进度偏差34.19%。,超前,"运营动作：
7/1 已上架
7/2 渠道已开始测试+增加赠品润滑液

分析：上架后过程数据如图，加购率远低于类目平均水平，页面具有优化空间。",7/10 页面详情页文案优化——痛点前置+解决方案,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
增量板块,"提升客单价
","客单价≥71
（6月68.45，+3.23%)","
通过下滑原因归因、价位段结构重塑、SKU 调价清单执行与价格监控仪表盘搭建，实现从""定位问题→重新规划→精准执行→实时防守""的客单价提升","1. 7/10前完成价位段结构分析*1份
2. 调价SKU≥12款
3. 搭售捆绑礼包*6个","7.15前影响客单价原因
输出客单价下滑根因（流量 / SKU结构 / 成交价带）
出单结构上：
A. 成交集中在70–80（33.81%），价格天花板低 
B. 50–70占比过高（≈37%），拉低整体均价 
C. 80+价位承接能力弱（断层)
7.5前完成价位段现状分析（占比+问题结论）:飞机杯价位段梳理 看图
提升客单价核心动作：
1. 价位段优化
（1）制定SKU调价清单与下架清单，优化类目价位段。
A. 核心出单价位段在70<X<80，占比33.81%
K0100122-D1（67.8-72.8)
K1100960-D1(67.99-74)
B. 50<X<60销量价位段，占比20.08%
0<X<50 提价一款
100175402-D1（46提价到51）
C. 60<X<70销量价位段，占比16.79%
（2）挑选核心价位段核心单品，做差异化价格调整以及价格轮换
核心出单价位段涨价（1-3）
100176381#1(87.99-88.99）
100176391#1（89.86-91.86）
2. 低价段上移，刺激80以上客单SKU销量
（3）89-100价位段飞机杯增加“标杆款” 
 在页面做对比定价，增加引导（推荐，升级类型标签），增添免增润滑液增加附加价值感，测试SKU以下
100175063#1（17） 穿戴杯
100176290#1（16）
K0100155-D1（12） 复合贯通杯
K0100922-D1（11） 穿戴杯
3. 类目排序轮换增加常规品曝光（7-15天为调整周期，每月调整2-3次）
4. 核心产品搭售优化：根据飞机杯搭售规则优化，并在搭售描述上加上搭售优势介绍（功能互补,折扣,人群搭售验证）",BV-US,刘玉辉,"截至7/8
客单价=69.44，目标71，完成率97.80%，落后2.2%",滞后,"1. 7/10前完成价位段结构分析*1份----7/8号已完成输出并讨论
2. 调价SKU≥12款---7/7已经完成",7/15前完成搭售捆绑礼包*6个,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"客单价68
（6月66.6，+2.1%）",,"1. 7/10前完成价位段结构分析*1份
2. 调价SKU≥15款
3. 搭售捆绑礼包*6个","1. 7.15前影响客单价原因
输出客单价下滑根因（流量 / SKU结构 / 成交价带）
2. 提升客单价核心动作：
高客单飞机杯盘点快速换图
3. 类目排序轮换增加常规品曝光（7-15天为调整周期，每月调整2-3次）
4. 核心产品搭售优化：根据飞机杯搭售规则优化，并在搭售描述上加上搭售优势介绍（功能互补,折扣,人群搭售验证）",AC-US,刘玉辉,"截至7/8
客单价=65.98，目标68，完成率97.03%，落后3%",滞后,"1. 7/10前完成价位段结构分析*----7/8号已完成输出并讨论
2. 调价SKU≥15款---7/7已经完成
3. 7/7完成类目偏差优化+核心单品动作：
 类目页面排序优化策略：飞机杯目前核心出单品页面前置曝光，扩大核心单品流量+核心出单价位段50-80产品穿插排序
 核心单品：K0101042-D1,100125651#1,100176391-D1,100195354#4,100176391#1,100176381#1
",搭售捆绑礼包*6个,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"客单价≥48
6月现状：47.28，+1.5%",,"价位段规划文档*1份
SKU调价清单与下架清单*1份
客单价监控表单*1份
捆绑礼包*6个","1. 7/1前，完成价位段现状梳理与未来规划
2. 7/3前，根据梳理的价位段规划
（1）制定SKU调价清单与下架清单，优化类目价位段。
7/8前，缺失价位段补强：50-60英镑SKU不足 →其他价位段调价补充
7/8前，过密价位段精简：0-50英镑SKU过多 → 列出下架清单
7/3前，价格带平移：现有41.15英镑爆款1043 → 测试提到43.99英镑的接受度
（2）挑选核心价位段核心单品，做差异化价格调整以及价格轮换
3、7/9前，设计价格监控仪表盘
（1）每周四更新数据
（2）类目客单价健康度评估，并做下一步调整。

4. 7/10前，捆绑提价格: 3款主推品，根据产品使用场景以及为用户需求提供解决方案为出发点，提供1-2个组合礼包。
",BV-UK,刘锦霞,"目标：客单价≥48€
实际：客单价=45.83€",滞后,"价位段规划文档*1份 ——7/1已输出
主推1043价格带平移测试——7/7执行，已执行2天的效果见图，7/13回收总体效果。
SKU调价清单与下架清单*1份——未完成
客单价监控表单*1份——已完成
捆绑礼包*6个——未完成","SKU调价清单与下架清单*1份——7/14完成
主推价格带平移测试效果评估以及下一步动作确认——7/10完成
捆绑礼包*6个——7/14完成",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"客单价≥52
（6月现状：51.49，+0.99%）",,"价位段规划文档*1份
SKU调价清单与下架清单*1份
客单价监控表单*1份
捆绑礼包*6个","1. 7/1前，完成价位段现状梳理与未来规划
2. 7/3前，根据梳理的价位段规划
（1）制定SKU调价清单与下架清单，优化类目价位段。
缺失价位段补强：50-60欧元SKU不足 →其他价位段调价补充
过密价位段精简：0-50欧元SKU过多 → 列出下架清单
价格带平移：现有46.99欧元爆款1043 → 测试提到50.99欧元的接受度；现有38.89欧元爆款5402 → 测试提到41.99欧元的接受度
（2）挑选核心价位段核心单品，做差异化价格调整以及价格轮换
3、7/9前，设计价格监控仪表盘
（1）每周四更新数据
（2）类目客单价健康度评估，并做下一步调整。

4. 7/10前，捆绑提价格: 3款主推品，根据产品使用场景以及为用户需求提供解决方案为出发点，提供1-2个组合礼包。
   ",EU,刘锦霞,"目标：客单价≥52€
实际：客单价=52.89€",超前,"价位段规划文档*1份 ——7/1已输出
主推价格带平移测试——7/6执行，7/10回收效果
SKU调价清单与下架清单*1份——未完成
客单价监控表单*1份——已完成
捆绑礼包*6个——未完成","SKU调价清单与下架清单*1份——7/14完成

主推价格带平移测试效果评估以及下一步动作确认——7/10完成
捆绑礼包*6个——7/13完成",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,常规品增量,"SKU≥3优化
单量+15%（100-200）",站内数据驱动选品 + 差异化快速上新 + 曝光与排序优化，提升整体动销效率,"优化SKU单量环比增量≥15%
核心top单品单量=214
100176391-D1=94
100176391#1=50
K0101323-D2=70","1. 上架规划：历史衰退SKU盘点(新品选品）≥3换图或者头图优化（2款头部，1个高客单价腰部扩充)
7/10前完成站内高客单价SKU盘点（美BV单品可直接用于美AC上架）
（1）做首页页面曝光
（2）沟通邮件&SEM推广
2. 类目页面产品首图优化，做差异化展示（此动作会结合类目排序优化做相应的调整）将每款产品核心卖点放置首图展示，动静穿插
3. 类目排序轮换增加常规品曝光（7-15天为调整周期，每月调整2-3次）
4. 销量跟踪：增对异常较大SKU分析并动态调整（+/-5%以内下滑或者上升）
EDM：7月重点飞机杯：6391-D1、1323、6391、1141，站点老品优化6381、6290
K0100713-D1换动态图
增大器：1039-D2\1039老款降价",AC-US,刘玉辉,"核心top单品单量=214，实际整体完成70单，完成率72.71%，超前10.13%
100176391-D1=30，超前6单，超前时间进度6.11%
100176391#1=20单，超前7单，超前时间进度14.19%
K0101323-D2=20，超前2单，超前时间进度2.76%",超前,无,"1. 类目页面产品首图优化，做差异化展示，将每款产品核心卖点放置首图展示，动静穿插
核心调整SKUK0101043,100195354#4
3. 类目排序轮换增加常规品曝光",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,渠道轮换测试SKU优化≥3,通过渠道测试市场表现，配合渠道做轮换SKU优化提升销量,"SKU销量原基础上增量≥20%
*sku不确定需要看渠道临测需求","1. 图片优化（历史图替换，首图优化，页面展示质感一致性优化）
2. 搭售评论优化（根据目前渠道测试来看）
3. 排序优化：首页沟通店铺坑位轮换测试
*临时需求+及时调整",AC-US,刘玉辉,渠道暂未提产品临时优化需要,正常,无,无,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,常规品增量,"

常规品打造单量＞500",通过老品常规重造，提升产品销量,单量≥30,"K0100237-D2：预计7月10日上线，目标单量≥30(上月：7）。
优化方向：常规打造
曝光位置：飞机杯类目页第二排曝光。首页Bestsellers版位曝光。
转化提升：全套图重新打造、文案优化、评论优化、搭售优化
渠道测试：信息流（TJ+EXO）直投; 邮件合集推送；",AC-US,刘锦霞,未开始,未开始,/,/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,单量≥30,"100125249#1：预计7月17日上线，目标单量≥30(上月：3）
优化方向：常规打造
曝光位置：飞机杯类目页第二排曝光。首页Bestsellers版位曝光。
转化提升：全套图重新打造、文案优化、评论优化、搭售优化
渠道测试：信息流（TJ+EXO）直投; 邮件合集推送；",AC-US,刘锦霞,未开始,未开始,/,/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,单量≥10,"K0100237-D2：预计7月10日上线，目标单量≥10(上月：1）。
优化方向：常规打造",BV-US,刘锦霞,未开始,未开始,/,/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,单量≥10,"100125249#1：预计7月17日上线，目标单量≥10(上月：3）。
优化方向：常规打造",BV-US,刘锦霞,未开始,未开始,/,/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,换图策略,单量≥290,"库存充足但转化率&加购率&单量下滑的sku：
100176391#1：7月可用库存185，搬运BV美图，6月销量75单，7月目标90 ——全渠道
100175888#1：7月可用库存315，搬运SH-DE图（就是英语，不用改语言），6月销量19单，7月目标50。——信息流测试
K0101242-D1：7月可用库存200，相册图增加高清实拍图，6月销量58单，7月目标90 ——全渠道
K0101042-D1：7月可用库存119，临时链接换回历史爆款图测试，6月销量36单，7月目标60 ——信息流测试
7/10前分批完成",BV-UK,"刘玉辉,刘锦霞",截止7月8日，单量目标290单，实际完成48单，完成率16.55%，单量落后进度-27单，进度偏差-9.26%。,滞后,"100176391#1:落后1单
7/7 最近三天有回升迹象，暂不换图

K0101242-D1:落后10单
7/6 排查落后7单原因：同比6月，加购率下滑 72%
7/7 执行换图-相册图增加高清实拍图
具体分析见上类目结构板块，不做赘述

K0101042-D1:落后9单
7/6 排查落后6单原因：同比6月，加购率下滑 60%
7/7 执行换图-历史爆款图片。第二天信息流直投测试，出单1单，转化0.4%以上。

100175888#1：落后6单
7/6 排查落后3单原因：自然衰退
7/7 临时链接Q75888执行换图-德国图——第二天信息流直投测试，未出单","7/13：若6391落后差距持续拉大，则按照月初策略更换套图；跟进5888投放效果，不行则换品弥补单量差距，仿真飞机杯100175140#1-动图测试
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,重点监测邮件端投放情况,单量≥130,"库存充足但转化率&结账成功率&单量下滑的sku：
K0101323-D2：7月可用库存203，重点监测邮件端过程数据变化&优化动作；6月销量116单，7月目标130 ——全渠道
7/10前完成",BV-UK,刘锦霞,截止7月8日，单量目标130单，实际完成23单，完成率17.69%，单量落后进度-11单，进度偏差-8.11%。,滞后,具体分析见上面类目结构板块，不做赘述,具体分析见上面类目结构板块，不做赘述,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
维稳板块,"主推品库存监控
",主推品有货率＞90%,"通过建立主推品库存监控机制，实现""实时监控→提前预警→快速补货→到货监控及时预售取消""，确保主推品有货率保持xx%","BVAC美有货率≥98%（维持）
UK有货率≥80%（目前74%）
EU有货率≥95%（维持）","1. 7/1前建立单品销量监控表单：7月OGSM进度监测 
2.7/25前度销售计划输出并上传，每月1次
3. 7/27前交付月度异常确认（2-3次）","AC-US,BV-US,EU,BV-UK","刘玉辉,刘锦霞","1. 7/1前建立单品销量监控表单：7月OGSM进度监测 -完成
2.7/25前度销售计划输出并上传，每月1次--完成
3. 交付月度异常确认--已完成中旬",正常,无,无,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,主推产品页面信息准确性,页面信息准确性＞90%,通过建立页面一致性检查机制，统一页面信息标准，持续提升页面准确性,"4站点月度核查共34款
*7/9完成13款
*7/15完成11款
*7/22完成10款","7/25前完成主推以上单品页面一致性检查（核查信息以质检报告为主，供应商产品信息为辅）-每周三完成4个
*图片，规格，文案
100175402-D1，100176391-D1， 100176381#1，K0101043-D1，K0101042-D1，K0100477-D2，100125651#1，100175578#2
K0100781-D1
K0101025-D3
 Y5354-B-4
100125249#11
100176204#1
K0100237-D2
检查页面信息一致性 ","AC-US,BV-US,EU,BV-UK","刘玉辉,刘锦霞",7/9 已完成第一批4个sku的页面信息一致性检查。,正常,"具体明细可见：
站点        NS货号        执行负责人
BV美        100176381#1        刘锦霞
BV美        K0101043-D1        刘玉辉
UK        100176381#1        刘锦霞
UK        K0101043-D1        刘玉辉
欧洲        100176381#1        刘锦霞
欧洲        100176391-D1        刘锦霞
欧洲        100175402-D1        刘锦霞
欧洲        K0101043-D1        刘玉辉
AC美        100175402-D1        刘锦霞
AC美        100176391-D1        刘锦霞
AC美        100176381#1        刘锦霞
AC美        K0101043-D1        刘玉辉","7/15 完成第二批
7/22 完成第三批
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,回升SKU监测,有效性＞50%,通过建立回升SKU监测机制，识别并跟踪高潜力SKU，提升回升SKU有效性,"单品过程数据环比提升+10%
转化率
加购率","回升SKU检测机制与库存预警管理
爆款-每周2次更新（每周二、周四执行）
建立回升SKU监测机制，同时定期更新库存可售天数；对单品纳入重点过程数据监测，及时发现并解决“有投放没货”或“有货却没曝光”的问题。

落后sku：及时监测下滑sku，通过更换首图、优化曝光、文案优化、包邮、替换动图坑位、寻找其他替代品等手段，提升单量。
详情可见表：7月OGSM进度监测 ","AC-US,BV-US,EU,BV-UK","刘玉辉,刘锦霞","每周正常执行
月底总体分析",正常,"每周正常执行
月底总体分析","每周正常执行
月底总体分析",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成本率,降低各类目成本占比，提升利润率,"提升飞机杯类目成本率%
",通过价格结构和SKU结构调整，提高整体毛利占比,"飞机杯类目成本率≤18%
","1. 价格结构梳理
建立价位段：低价 / 中价 / 高价（明确占比）
2. 明确每个价位段主推SKU，根据销量做主推轮换测试（根据市场同款产品画像优化主推定价）
3. 调价 + 结构优化
SKU调价 ≥20款（优先腰部）
清理低效SKU ≥10款
建立价格轮换机制（避免长期低价）",AC-US,刘玉辉,,未开始,/,/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"飞机杯类目成本率≤18%
","
1. 价格结构梳理
建立价位段：低价 / 中价 / 高价（明确占比）
每个价位段设“锚点SKU”（≥2款）
2. 明确每个价位段主推SKU，根据销量做主推轮换测试（根据市场同款产品画像优化主推定价）
3. 调价 + 结构优化
SKU调价 ≥20款（优先腰部）
清理低效SKU ≥10款
建立价格轮换机制（避免长期低价）",BV-US,刘玉辉,,未开始,/, BVUS上旬拉量，下旬进行重点控制降低成本率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"飞机杯类目成本率≤22%
","1. 价格结构梳理
建立价位段：低价 / 中价 / 高价（明确占比）
每个价位段设“锚点SKU”（≥2款）
2. 明确每个价位段主推SKU，根据销量做主推轮换测试（根据市场同款产品画像优化主推定价）
3. 调价 + 结构优化
SKU调价 ≥10款（优先腰部）
清理低效SKU ≥5款
建立价格轮换机制（避免长期低价）",BV-UK,刘玉辉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"飞机杯类目成本率≤21%
","1. 价格结构梳理
建立价位段：低价 / 中价 / 高价（明确占比）
每个价位段设“锚点SKU”（≥2款）
2. 明确每个价位段主推SKU，根据销量做主推轮换测试（根据市场同款产品画像优化主推定价）
3. 调价 + 结构优化
SKU调价 ≥10款（优先腰部）
清理低效SKU ≥10款
建立价格轮换机制（避免长期低价）",EU,刘玉辉,,,,7/13完成欧洲成本率超标SKU调价，确认统一欧洲定价标准-林楠需要同步渠道端口,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"用户点击率提升+10%
用户转化率提升+10%","通过MVP人群验证（产品包）落地试跑，测试细分人群的精准定位转化能力，实现从""卖单品""到""卖解决方案""的升级","产品包产品过程数据+25%
 6月产品数据
*核心指标：转化率
*辅助指标：加购率，跳出率，退出率",,BV-US,刘锦霞,共完成2个sku的页面文案调整&搭售优化,正常,"共完成2个sku的页面文案调整&搭售优化。出单情况如下
1043：搭售板块共出单2单。
1222：暂未出单。",暂不调整搭售文案和搭售产品，继续观察,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"配件包点击率提升10%  Add 1 Items To Cart
配件包随单组合购买率占比10%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,